PDB ID	Entry	Cross-reference (ChEMBL)	Cross-reference (BindingDB)	Protein names
5vzu,5v4b,2ovq	P63208			S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)
5v4b,2ovq	Q969H0			F-box/WD repeat-containing protein 7 (Archipelago homolog) (hAgo) (F-box and WD-40 domain-containing protein 7) (F-box protein FBX30) (SEL-10) (hCdc4)
2wfj	Q13427	CHEMBL3707467;	Q13427;	Peptidyl-prolyl cis-trans isomerase G (PPIase G) (Peptidyl-prolyl isomerase G) (EC 5.2.1.8) (CASP10) (Clk-associating RS-cyclophilin) (CARS-Cyp) (CARS-cyclophilin) (SR-cyclophilin) (SR-cyp) (SRcyp) (Cyclophilin G) (Rotamase G)
3aru,3as2,3as3,3as1,3art,3as0,3arx,3arr,3arv,3ary,3arz,3arw,3arq,3arp	Q9AMP1			Chitinase A
4l7n,4l7o,4l7r,4l70,4l7u,3c4h,3fhb,4l7l,3ce0,3c49	Q9Y6F1	CHEMBL5083;	Q9Y6F1;	Protein mono-ADP-ribosyltransferase PARP3 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 3) (ARTD3) (DNA ADP-ribosyltransferase PARP3) (EC 2.4.2.-) (IRT1) (NAD(+) ADP-ribosyltransferase 3) (ADPRT-3) (Poly [ADP-ribose] polymerase 3) (PARP-3) (hPARP-3) (Poly[ADP-ribose] synthase 3) (pADPRT-3)
3n9s,3n9r	D0IR47			Fructose-bisphosphate aldolase
3sfg,4o4r,3upf,4nru,3ur0	Q80J95		Q80J95;	NTPase (EC 2.7.7.48) (EC 3.4.22.66) (EC 3.6.1.15) (VPg) (Viral genome-linked protein)
5ijp	G0SCH1			SPX domain-containing protein
2wuu	D0AB09			Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97)
2xe4	Q4QHU7			Prolyl oligopeptidase (EC 3.4.21.26)
4aj2,4aj1,4ajk,4aji,4aje,4ajl,4aj4,4al4,4ajo,4ajn	P04642	CHEMBL2176824;	P04642;	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (LDH muscle subunit) (LDH-M)
4bg6	P61587			Rho-related GTP-binding protein RhoE (Protein MemB) (Rho family GTPase 3) (Rho-related GTP-binding protein Rho8) (Rnd3)
6do5	O94782	CHEMBL1795087;	O94782;	Ubiquitin carboxyl-terminal hydrolase 1 (EC 3.4.19.12) (Deubiquitinating enzyme 1) (hUBP) (Ubiquitin thioesterase 1) (Ubiquitin-specific-processing protease 1)
1rry,1rs2,1rsi,1rrw,1rri,1rsd,1rs4	P56740	CHEMBL3217378;		Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin 2'-epimerase) (7,8-dihydroneopterin aldolase) (7,8-dihydroneopterin epimerase) (EC 5.1.99.8) (Dihydroneopterin epimerase)
4c1f,5ewa,4c1g,5ev8,2doo	P52699	CHEMBL4105964;	P52699;	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (BLA-IMP) (IMP-1) (Beta-lactamase type II) (Metallo-beta-lactamase type II)
3d27,2gg8,2ggb,2p9a,2gg9,2bb7,2gg7,2gg0,2q95,2q96,2p99,2q92,2evm,2p98,2gg3,2q93,1yvm,2q94,2evc,2gg2,2gg5,1xnz,2evo	P0AE18	CHEMBL3423;	P0AE18;	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)
3rl4,3rl3	B1WBP0			Metallophosphoesterase MPPED2 (EC 3.1.-.-) (239FB) (Fetal brain protein 239 homolog) (Metallophosphoesterase domain-containing protein 2)
4i8x,4i9u,4i9h	P13491			L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (LDH muscle subunit) (LDH-M)
4zun,4zuo,4zum,4zup,4zuq,4zur	Q48935	CHEMBL1795187;	Q48935;	Acetylpolyamine amidohydrolase (APAH) (EC 3.5.1.-) (Acetylcadaverine deacetylase) (Acetylpolyamine deacetylase) (Acetylputrescine deacetylase) (EC 3.5.1.62) (Acetylspermidine deacetylase) (EC 3.5.1.48)
5bv3	Q06151			m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Hint-related 7meGMP-directed hydrolase 1) (Protein Dcs1p) (Scavenger mRNA-decapping enzyme DcpS)
6hlx	O50260			AgaA (Glutathione transport system substrate-binding protein) (Peptide ABC transporter substrate-binding protein) (Peptide/nickel transport system substrate-binding protein)
2a4g	Q9QP61			Core protein precursor (EC 2.7.7.48) (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Envelope glycoprotein E1) (Envelope glycoprotein E2) (Genome polyprotein) (Gp32) (Hepacivirin) (Mature core protein) (NS1) (NS3 helicase) (NS3 protease) (NS3P) (NS5B) (Non-structural protein 4A) (Non-structural protein 4B) (Non-structural protein 5A) (Protease NS2) (RNA-directed RNA polymerase) (Serine protease/helicase NS3) (Viroporin p7) (Viroporin p70) (gp35) (gp68) (gp70) (p21) (p23) (p27) (p56/58) (p68) (p8)
1rtl,2a4q	O39914			Non-structural protein 4a/b (Fragment)
3bbt,2r4b	Q15303	CHEMBL3009;	Q15303;	Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)]
4q9o,4q9m	Q8DRB3			Isoprenyl transferase (EC 2.5.1.-)
5v7i	P34897	CHEMBL4295747;	P34897;	Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)
1hsl	P0AEU0			Histidine-binding periplasmic protein (HBP)
1lxh	P01391			Alpha-cobratoxin (Alpha-CbT) (alpha-CT) (alpha-Cbtx) (Alpha-elapitoxin-Nk2a) (Alpha-EPTX-Nk2a) (Long neurotoxin 1) (Siamensis 3)
1abt,1idg,1lxh	P02710	CHEMBL3097;	P02710;	Acetylcholine receptor subunit alpha
3zqi	P04483			Tetracycline repressor protein class B from transposon Tn10
4qy8	P50498			Merozoite surface antigen 2 (MSA-2) (45 kDa merozoite surface antigen)
5whc,4jjq,5ngf,5vsb,5n9r,4ysi,5vsk,4wph,5gg4,1yy6,5uqx,5uqv,2xxn,5n9t,5vs6,6f5h,5nge	Q93009	CHEMBL2157850;	Q93009;	Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)
2gga,2ggd,2pqc,2pqb	Q9R4E4			3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)
3eov	Q9U9R3			Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)
5xhr,2q9n,2q9m	P05364	CHEMBL2725;	P05364;	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)
4jmx	O53638			L,D-transpeptidase 1 (LDT 1) (EC 2.3.2.-) (Ldt(Mt1))
5km2,5km3,5kma,5ipc,5km0,5km1,5wa8,5klz,5i2f,5i2e,5wa9,5kly	P49773	CHEMBL5878;	P49773;	Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)
2j9a,2ewb,1lcp,1lan	P00727	CHEMBL1671610;	P00727;	Cytosol aminopeptidase (EC 3.4.11.1) (Cysteinylglycine-S-conjugate dipeptidase) (EC 3.4.13.23) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (LAP) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)
1ll4	P0CB51			Endochitinase 1 (EC 3.2.1.14) (CiX1) (Complement-fixation antigen) (CF-AG) (CF-antigen)
1m48,1pw6,1py2	P60568	CHEMBL5880;	P60568;	Interleukin-2 (IL-2) (T-cell growth factor) (TCGF) (Aldesleukin)
2cia,2ci9	B7UM99			Translocated intimin receptor Tir (Secreted effector protein Tir)
2ci9	P16333	CHEMBL4846;	P16333;	Cytoplasmic protein NCK1 (NCK adaptor protein 1) (Nck-1) (SH2/SH3 adaptor protein NCK-alpha)
2epn	Q6ST21			Beta-N-acetylhexosaminidase (EC 3.2.1.52) (Fragment)
2fo4	Q3UBW0			Ig-like domain-containing protein
2h6t	P0CY29			Candidapepsin-3 (EC 3.4.23.24) (ACP 3) (Aspartate protease 3) (Secreted aspartic protease 3)
2q3z	P21980	CHEMBL2730;	P21980;	Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (Erythrocyte transglutaminase) (Heart G alpha(h)) (hhG alpha(h)) (Isopeptidase TGM2) (EC 3.4.-.-) (Protein G alpha(h)) (G(h)) (Protein-glutamine deamidase TGM2) (EC 3.5.1.44) (Protein-glutamine dopaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine histaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine noradrenalinyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine serotonyltransferase TGM2) (EC 2.3.1.-) (Tissue transglutaminase) (tTG) (tTgase) (Transglutaminase C) (TG(C)) (TGC) (TGase C) (Transglutaminase H) (TGase H) (Transglutaminase II) (TGase II) (Transglutaminase-2) (TG2) (TGase-2) (hTG2)
2rkn	Q8W453			Putative lipid-transfer protein DIR1 (Protein DEFECTIVE IN INDUCED RESISTANCE 1)
3csl	Q54450			Hemophore HasA (Heme acquisition system protein A)
3csl	Q79AD2			HasR protein
3dzt	P18153			37 kDa salivary gland allergen Aed a 2 (Protein D7) (allergen Aed a 2)
3pce,3pcg,3pcb,1ykp,3pcc,3pcn,4whq,4whr,4whs,3pch,3pcf,3pck,3pcj	P00436			Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3) (3,4-PCD)
3pce,3pcg,3pcb,1ykp,3pcc,3pcn,4whq,4whr,4whs,3pch,3pcf,3pck,3pcj	P00437			Protocatechuate 3,4-dioxygenase beta chain (EC 1.13.11.3) (3,4-PCD)
3q8d	P0A7H3			DNA repair protein RecO (Recombination protein O)
3q8d	P28044			Plasmid-derived single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein)
3qel,3qem	Q00960	CHEMBL311;	Q00960;	Glutamate receptor ionotropic, NMDA 2B (GluN2B) (Glutamate [NMDA] receptor subunit epsilon-2) (N-methyl D-aspartate receptor subtype 2B) (NMDAR2B) (NR2B)
6f6d,4ask	O15054	CHEMBL1938211;	O15054;	Lysine-specific demethylase 6B (EC 1.14.11.68) (JmjC domain-containing protein 3) (Jumonji domain-containing protein 3) (Lysine demethylase 6B) ([histone H3]-trimethyl-L-lysine(27) demethylase 6B)
4cff,4cfe	P54619	CHEMBL2393;	P54619;	5'-AMP-activated protein kinase subunit gamma-1 (AMPK gamma1) (AMPK subunit gamma-1) (AMPKg)
4cff,6bx6,4cfe	P54646	CHEMBL2116;	P54646;	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)
4cff,4cfe	Q9Y478	CHEMBL3847;	Q9Y478;	5'-AMP-activated protein kinase subunit beta-1 (AMPK subunit beta-1) (AMPKb)
4piq,4pis	B9A5B9			Pre-protein VI (pVI) [Cleaved into: Endosome lysis protein; Protease cofactor (pVI-C)]
4zy2	A0A0L7M119			CYTOSOL_AP domain-containing protein
5cxi,5cw8	P96856			HTH-type transcriptional repressor KstR
6boy,4ci1,4ci2,4ci3,5v3o	Q16531	CHEMBL3833061;	Q16531;	DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe)
6boy,5v3o	Q96SW2	CHEMBL3763008;	Q96SW2;	Protein cereblon
2xnn,5m51,2xk4,5m57,2xke,2xkc,2xk8,2xkd,2xk3,2xk6,2xk7,2xno,2xkf,5m53,2xnp,5m55,2xnm,4afe,4a4x	P51955	CHEMBL3835;	P51955;	Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (HSPK 21) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2) (NimA-like protein kinase 1)
5kre	Q5VWZ2	CHEMBL2189133;	Q5VWZ2;	Lysophospholipase-like protein 1 (EC 3.1.2.-)
1fl3,1etz	P01867			Ig gamma-2B chain C region
1etz	G0YP42			Anti-human Langerin 2G3 lambda chain
1y4z	P09152			Respiratory nitrate reductase 1 alpha chain (EC 1.7.5.1) (Nitrate reductase A subunit alpha) (Quinol-nitrate oxidoreductase subunit alpha)
1y4z	P11349			Respiratory nitrate reductase 1 beta chain (EC 1.7.5.1) (Nitrate reductase A subunit beta) (Quinol-nitrate oxidoreductase subunit beta)
1y4z	P11350			Respiratory nitrate reductase 1 gamma chain (EC 1.7.5.1) (Cytochrome B-NR) (Nitrate reductase A subunit gamma) (Quinol-nitrate oxidoreductase subunit gamma)
2obo	Q9QP06			Core protein precursor (EC 2.7.7.48) (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Envelope glycoprotein E1) (Envelope glycoprotein E2) (Genome polyprotein) (Gp32) (Hepacivirin) (Mature core protein) (NS1) (NS3 helicase) (NS3 protease) (NS3P) (NS5B) (Non-structural protein 4A) (Non-structural protein 4B) (Non-structural protein 5A) (Protease NS2) (RNA-directed RNA polymerase) (Serine protease/helicase NS3) (Viroporin p7) (Viroporin p70) (gp35) (gp68) (gp70) (p21) (p23) (p27) (p56/58) (p68) (p8)
2psv	O38707			Protease (Retropepsin) (Fragment)
4w5j	Q04ML5			Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)
5tv1	P32120		P32120;	Beta-arrestin-2 (Arrestin beta-2) (Arrestin-3)
4a4c,2y1n,1u59	P43403	CHEMBL2803;	P43403;	Tyrosine-protein kinase ZAP-70 (EC 2.7.10.2) (70 kDa zeta-chain associated protein) (Syk-related tyrosine kinase)
1mfg,1n7t,2qbw	Q96RT1			Erbin (Densin-180-like protein) (Erbb2-interacting protein) (Protein LAP2)
3rik,3ril,2v3d,2xwe,2wcg,2v3e,2xwd,2nsx,5lvx	P04062	CHEMBL2179;	P04062;	Lysosomal acid glucosylceramidase (Lysosomal acid GCase) (EC 3.2.1.45) (Acid beta-glucosidase) (Alglucerase) (Beta-glucocerebrosidase) (Beta-GC) (Cholesterol glucosyltransferase) (SGTase) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase) (EC 3.2.1.-) (D-glucosyl-N-acylsphingosine glucohydrolase) (Imiglucerase)
4k3k,4k3l,4k3m,4mjr,4n98,4k3r,4n99,4mjq,4mjp,4k3q,4n9a,4k3o,3d1g,3qsb,3d1f,3d1e,4k3p,1ok7,3q4j,3q4k,3q4l	P0A988	CHEMBL3562169;	P0A988;	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit)
4k0u	Q01565			Secretin OutD (General secretion pathway protein D) (Pectic enzymes secretion protein OutD) (Type II secretion system protein D) (T2SS protein D)
4k0u	Q01567			Pilotin OutS (Lipoprotein OutS)
4nnr	P26885	CHEMBL4105949;	P26885;	Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase)
3uvl,4ery	Q8NEZ4	CHEMBL2189113;	Q8NEZ4;	Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.354) (Homologous to ALR protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 3)
4l0l	Q51504	CHEMBL5225;		Peptidoglycan D,D-transpeptidase FtsI (EC 3.4.16.4) (Penicillin-binding protein 3) (PBP-3)
3o5n,5izu	Q4ACU6			SH3 and multiple ankyrin repeat domains protein 3 (Shank3) (Proline-rich synapse-associated protein 2) (ProSAP2) (SPANK-2)
5izu	Q6PFD5			Disks large-associated protein 3 (DAP-3) (PSD-95/SAP90-binding protein 3) (SAP90/PSD-95-associated protein 3) (SAPAP3)
5ygf,5ygd	Q9VKM1			Protein piwi (EC 3.1.26.-)
5ygf,5ygd	Q9VQ91			Tudor and KH domain-containing protein homolog (Partner of PIWIs protein)
2cgr	A2P1G9			Kappa light chain (Fragment)
2pql	Q9BIH3			D7-related 4 protein (D7r4 protein)
1ppx,1pun,1puq,1pus,3a6t	P08337			8-oxo-dGTP diphosphatase (8-oxo-dGTPase) (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (Mutator protein MutT) (dGTP pyrophosphohydrolase)
3o7u	P25524			Cytosine deaminase (CD) (CDA) (CDase) (EC 3.5.4.1) (Cytosine aminohydrolase) (Isoguanine deaminase) (EC 3.5.4.-)
3lqi,3lqj,4esg,3p4f,3eg6,3emh,4gq6	Q03164	CHEMBL1293299;	Q03164;	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.354) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]
4mzk,4mzl,4mzj,4aom,4r1e	Q8IDR3			Myosin-A (PfMyoA)
4mzk,4mzl,4mzj,4aom,4r1e	Q8I4W8			Myosin A tail domain interacting protein
3smq,4ryl	O60678	CHEMBL5891;	O60678;	Protein arginine N-methyltransferase 3 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 3)
5cfb	O75311	CHEMBL1075092;	O75311;	Glycine receptor subunit alpha-3
5ku9,4bpj,4bpi,5mes,5mev,6dm8	P97287	CHEMBL5768;	P97287;	Induced myeloid leukemia cell differentiation protein Mcl-1 homolog (Bcl-2-related protein EAT/mcl1)
4do5,4do4	P17050	CHEMBL3132;		Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B)
4yv1,4yv0,4yuy,4yux,5b1s,4yuz,4yuw,4yv2	Q4DA73			Spermidine synthase, putative (EC 2.5.1.16)
5wzr	G5ELM1			Alpha-N-acetylgalactosaminidase (EC 3.2.1.-)
1ej4	P63073	CHEMBL6148;	P63073;	Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (mRNA cap-binding protein) (eIF-4F 25 kDa subunit)
3m94,3hxi,3m93,2v8w,1ej4	Q13541	CHEMBL3351214;		Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) (eIF4E-binding protein 1) (Phosphorylated heat- and acid-stable protein regulated by insulin 1) (PHAS-I)
1nhw,1nnu,1nhg	Q9BH77		Q9BH77;	Enoyl-ACP reductase (Enoyl-acyl carrier reductase)
1njt,1nju,1nkm	P16753	CHEMBL3771;	P16753;	Capsid scaffolding protein (Protease precursor) (pPR) [Cleaved into: Assemblin (EC 3.4.21.97) (Protease); Assembly protein (Capsid assembly protein)]
1opi	P26368			Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit)
1opi	Q15637			Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)
1oqp	P05434			Caltractin (20 kDa calcium-binding protein) (Centrin)
1oqp	P11927			Cell division control protein KAR1
3mam,1sw2,1sw1	O29280			Osmoprotection protein (ProX)
4j09,2aq9	P0A722		P0A722;	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)
2uxu,2uxi	Q9AIU0			HTH-type transcriptional regulator TtgR (Toluene efflux pump ttgABC operon repressor)
4b1j	Q86W56	CHEMBL1795143;	Q86W56;	Poly(ADP-ribose) glycohydrolase (EC 3.2.1.143)
4sga	P00776			Streptogrisin-A (EC 3.4.21.80) (Pronase enzyme A) (SGPA) (Serine protease A)
4zla	O25294			Cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)
4y6s,4y6r,5jaz,5jnl,5jmw,5jc1,5jbi,4y67,4y6p,5jmp,5jo0	Q8IKG4	CHEMBL4295619;	Q8IKG4;	1-deoxy-D-xylulose 5-phosphate reductoisomerase, apicoplastic (1-deoxyxylulose-5-phosphate reductoisomerase) (DOXP reductoisomerase) (DXP reductoisomerase) (EC 1.1.1.267)
5xig,5xii,5xih,5xij	S8G8I1			Prolyl-tRNA synthetase (EC 6.1.1.15)
3qt6,4dpy,4du8,4dpt,4dpu,3qt7	Q9FD73			Diphosphomevalonate decarboxylase (EC 4.1.1.33)
6cf6,4n4t	Q6PFX9	CHEMBL3232702;	Q6PFX9;	Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TRF1-interacting ankyrin-related ADP-ribose polymerase 1) (Tankyrase I) (Tankyrase-1) (TANK1)
5v35,5u9i	Q9NZN9			Aryl-hydrocarbon-interacting protein-like 1
1yds,1q8u,1svh,1ydt	P63249			cAMP-dependent protein kinase inhibitor alpha (PKI-alpha) (cAMP-dependent protein kinase inhibitor, muscle/brain isoform)
3ogm	O04197			Coronatine-insensitive protein 1 (COI-1) (F-box/LRR-repeat protein 2) (AtCOI1) (AtFBL2)
3ogm	Q39255			SKP1-like protein 1A (SKP1-like 1) (UFO-binding protein 1)
3ogm	Q9LMA8			Protein TIFY 10A (Jasmonate ZIM domain-containing protein 1)
5ura,1fdq,1fe3	O15540	CHEMBL3826863;	O15540;	Fatty acid-binding protein, brain (Brain lipid-binding protein) (BLBP) (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7) (Mammary-derived growth inhibitor related)
5o1s,4gue,4el9,3ubd,4m8t,4mao	P18654	CHEMBL3297641;	P18654;	Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2)
5w38	P01860			Immunoglobulin heavy constant gamma 3 (HDC) (Heavy chain disease protein) (Ig gamma-3 chain C region)
1y2a	O15162			Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (Mg(2+)-dependent nuclease) (EC 3.1.-.-) (MmTRA1b)
3znc	Q64444			Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV)
4fi9	Q8WXH0			Nesprin-2 (KASH domain-containing protein 2) (KASH2) (Nuclear envelope spectrin repeat protein 2) (Nucleus and actin connecting element protein) (Protein NUANCE) (Synaptic nuclear envelope protein 2) (Syne-2)
4fi9	Q9UH99			SUN domain-containing protein 2 (Protein unc-84 homolog B) (Rab5-interacting protein) (Rab5IP) (Sad1/unc-84 protein-like 2)
4mnp	Q8RDN9			N-acetylneuraminate-binding protein
3ai8,1gmy	P07858	CHEMBL4072;	P07858;	Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]
4a1w,2yq6	O43521	CHEMBL5777;	O43521;	Bcl-2-like protein 11 (Bcl2-L-11) (Bcl2-interacting mediator of cell death)
3lrh	P42858	CHEMBL5514;	P42858;	Huntingtin (Huntington disease protein) (HD protein) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]
3wmb,3vtr,3wmc,3ozp,3nsn,3s6t	Q06GJ0	CHEMBL4295590;	Q06GJ0;	Chitooligosaccharidolytic beta-N-acetylglucosaminidase (EC 3.2.1.52) (Beta-GlcNAcase) (Beta-N-acetyl-D-hexosaminidase) (Beta-hexosaminidase) (OfHex1)
3mo8,3r93,3qo2,4mzh,4mzf	Q71DI3	CHEMBL4295875;		Histone H3.2 (H3-clustered histone 13) (H3-clustered histone 14) (H3-clustered histone 15) (Histone H3/m) (Histone H3/o)
5jsg,5jsj,4h75,4mzh,4mzf	Q9Y657			Spindlin-1 (Ovarian cancer-related protein) (Spindlin1)
4ntj	Q9H244	CHEMBL2001;	Q9H244;	P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999)
4xuz	S5LVN3			Beta-lactamase (EC 3.5.2.6)
6h1h,3acl,6h1i	O00625	CHEMBL2010627;	O00625;	Pirin (EC 1.13.11.24) (Probable quercetin 2,3-dioxygenase PIR) (Probable quercetinase)
1fao	Q9UN19			Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide (hDAPP1) (B lymphocyte adapter protein Bam32) (B-cell adapter molecule of 32 kDa)
4a4c,3ob2,2y1n,3ob1,3bux,3buw,4gpl,3buo,3bun,3bum,1yvh	P22681			E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)
1yvh	Q9Z200			SH2B adapter protein 2 (Adapter protein with pleckstrin homology and Src homology 2 domains) (SH2 and PH domain-containing adapter protein APS)
2pr9	P18508	CHEMBL2095167;CHEMBL2111327;CHEMBL2111343;CHEMBL2111365;CHEMBL2111374;CHEMBL3883322;CHEMBL4296047;CHEMBL4296048;CHEMBL4296051;CHEMBL4296054;CHEMBL4296062;	P18508;	Gamma-aminobutyric acid receptor subunit gamma-2 (GABA(A) receptor subunit gamma-2)
5fpi,3h85,2jkr,2jkt,2pr9	P84092			AP-2 complex subunit mu (AP-2 mu chain) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein)
2xcn,2xni	C9WU77			Polyprotein (Fragment)
4f39,3rt8,3dln,3rt6,3dp4	P19492	CHEMBL3504;	P19492;	Glutamate receptor 3 (GluR-3) (AMPA-selective glutamate receptor 3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (GluA3)
3f7u,3f7b,3fw3	P22748	CHEMBL3729;	P22748;	Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV)
