pdbid	crylig_smiles	crylig_heavy_atom_number
2uzl	N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)c(C(F)(F)F)c3)o2)S1	27
2r64	O=C(Cc1ccc(N2CCCCC2)cc1)Nc1[nH]nc2ccc(N3CCCS3(=O)=O)cc12	32
1e1v	Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1	18
1ke9	NC(N)NS(=O)(=O)c1ccc(N/C=C2/C(=O)Nc3ccccc32)cc1	25
3pxq	OS(O)(O)c1cccc2cccc(Nc3ccccc3)c12	21
1aq1	C[NH2+][C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N=C4	35
3ti1	CC[NH+](CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C	29
2c5n	Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)s1	23
5d1j	CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CC[NH2+]CC3)s2)o1	25
1p2a	[NH3+]CCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O	23
4nj3	COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(Cl)c3)ccc2n1	36
4eor	NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1	28
4rj3	COC1CCN(c2nccc(Nc3cc4c(ccn4C4CCCC4)cn3)n2)CC1	29
1r78	COc1cc[nH]c1/C=C1\C(=O)Nc2ccc(F)c(C#C[C@@H](O)[C@@H]([NH3+])[C@@H](C)O)c21	28
2r3i	Fc1ccccc1-c1cc(NCc2ccncc2)n2nccc2n1	24
2a4l	CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1	26
1g5s	[NH3+][C@H]1CC[C@H](Nc2nc(NCc3ccccc3)c3ncn(C4CCCC4)c3n2)CC1	30
4eon	O=C1N=C(NCc2cccs2)S/C1=C/c1ccc2ncccc2c1	24
4bcp	CNc1nc(C)c(-c2nc(Nc3cccc(N4CCC[NH2+]CC4)c3)ncc2C#N)s1	30
2vtn	CC(=O)Nc1cn[nH]c1C(=O)Nc1ccc(F)cc1	19
6gue	Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C	26
2vtl	O=C(Nc1ccccc1)c1ccn[nH]1	14
2vtq	O=C(NC1CC[NH2+]CC1)c1[nH]ncc1NC(=O)c1c(F)cccc1F	25
5a14	C[N@H+]1CC[N@H+](Cc2ccc(NC(=O)Nc3ccc(Oc4ccnc(N)n4)cc3)cc2C(F)(F)F)CC1	36
2vtj	NS(=O)(=O)c1ccc(Nc2cncc(Cl)n2)cc1	18
2w17	Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[C@H]([NH+](C)C)C4)cc3)ncc2F)n1C(C)C	33
2w06	CNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CC3)n2)cc1	27
6guh	Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C	26
2vth	NS(=O)(=O)c1cccc2c(O)cccc12	15
2vto	O=C(Nc1cn[nH]c1C(=O)Nc1ccc(F)cc1)c1ccccc1	24
4bco	CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1	33
3ezr	COc1cc(N)ccc1-c1ccc2c(-c3nc4cccc(N5CC[NH+](C)CC5)c4[nH]3)[nH]nc2c1	34
3ezv	C[NH+]1CCN(c2cccc3[nH]c(-c4[nH]nc5cc(-c6ccc(N)cc6)ccc45)nc23)CC1	32
1pxj	Cc1nc(C)c(-c2ccnc(N)n2)s1	14
2vv9	Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)n2)n1C(C)C	32
4i3z	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O	27
2w05	COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1	30
3dog	CC[C@H](CO)Nc1nc(NCc2ccccc2)[n+]2[nH]cc(C(C)C)c2n1	26
4lyn	C[C@H](C(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1)c1ccccc1	27
2w1h	O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1	23
2vtt	O=C(N[C@H]1CCC[NH2+]C1)c1[nH]ncc1NC(=O)c1c(F)cccc1F	25
2vtm	N#Cc1cnn2cccnc12	11
3eoc	COc1cc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc(OC)c1OC	29
3unj	O=C(O)c1ccc(Nc2nccc(Nc3ccccc3)n2)cc1	23
4erw	C[NH2+][C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)[C@H](O)[NH2+]C4	35
2vta	c1ccc2n[nH]cc2c1	9
1qkn	O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	34
2j7x	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	20
3kb7	COc1ccc(N2CC[NH+](C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2	33
4j52	C=C[C@@]1(F)CN(C2CCCC2)c2nc(Nc3ccc(C(=O)N[N@H+]4CC[N@H+](C)CC4)cc3OC)ncc2N(C)C1=O	40
2rku	CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[N@H+](C)CC4)cc3OC)nc2N1C1CCCC1	38
4a4l	Cn1cc(C(N)=O)cc1-c1ccnc(Nc2cc(N3CC[NH+](C)CC3)ccc2OC(F)(F)F)n1	34
4a4o	Cn1c(-c2ccnc(Nc3cc(N4CC[NH+](C)CC4)ccc3OC(F)(F)F)n2)cc2c1CCNC2=O	36
3thb	Cc1ncc(CCC[NH+](C)C)cc1Nc1ncc2c(n1)-c1ccc(Cl)cc1N=C(S)C2	31
4j53	COc1cc(C(=O)N[C@H]2CC[N@H+](C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C	40
5ta6	CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3ccc(C(=O)N[C@H]4CC[N@H+](C)CC4)cc3OC)nc2N1C1CCCC1	41
4o9w	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]([NH3+])C(C)C)[C@@H](C)O[PH](O)(O)O)C(N)=O	41
3bzi	CC(C)C[C@H]([NH3+])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)O)[C@@H](C)O[PH](O)(O)O	55
4e67	CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)CCc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](C)C(N)=O)[C@@H](C)O[PH](O)(O)O	58
4whh	C[C@@H](O[PH](O)(O)O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cncn1CCCCCCCCc1ccccc1)NC(=O)CCNC(=O)c1ccc(CO)cc1)C(N)=O	57
3rq7	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)O[PH](O)(O)O	60
3fc2	CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H]([N@H+]5CC[N@H+](CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C	45
4dfw	CC(=O)N1C[C@H](OCCCCc2ccccc2)C[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)O[PH](O)(O)O	57
2owb	C[NH+]1CCN(c2ccc(C(=O)Nc3[nH]nc4c3CN(C(=O)Cc3cccs3)C4)cc2)CC1	32
5v1b	N#Cc1ccc(-c2cccc3ncnn23)cc1	17
5cei	CNC(=O)c1cc2c(Oc3ccc(I)cc3)cncc2s1	21
5hbj	Cn1ncc2cc(-c3cnc(N)c(Cl)c3N3CCC4(CCNC4=O)CC3)ccc21	29
5i5z	CNC(=O)c1ccc2cncc(-c3ccc4c(c3)CS(=O)(=O)N4C)c2n1	26
5icp	Cc1ncc2sc(C(=O)N3CCC[C@H]3c3ccc(Cl)cc3)nn12	23
5idp	Nc1n[nH]c2ccc(C(=O)N3CCCC[C@H]3c3ccc(F)cc3)cc12	25
5idn	Cc1n[nH]c2ncc(C(=O)N3CCC[C@H]3c3ccc(Cl)cc3)cc12	24
5xs2	NC(=O)c1[nH]cc(-c2ccncc2)c1Cl	15
5xqx	CNC(=O)c1cc(-c2ccncc2)c[nH]1	15
4crl	C[NH+](C)[C@H]1C[C@@]23CC[C@@]4(O2)C(=CC[C@]2(C)[C@@H](c5ccc6ccncc6c5)CC[C@@H]42)C=C3[C@@H](O)[C@@H]1O	35
5hvy	CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(C[NH+]4CCOCC4)c(C(F)(F)F)c3)C2)n1	34
5ikb	C=C(C)[C@H]1C[NH2+][C@H](C(=O)O)[C@H]1CC(=O)O	15
2i0e	Cc1[nH]c2ccccc2c1C1=C(c2c(C)n(CCC[NH+](C)C)c3ccccc23)C(=O)NC1=O	33
1xnx	C[C@@]12C=CC[C@H]1[C@@H]1CC[C@H]3C[C@H](O)CC[C@]3(C)[C@H]1CC2	20
1i37	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O	21
2ihq	N#Cc1ccc(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)c2ccccc12	23
2nw4	Cc1c(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)ccc(C#N)c1Cl	21
3g0w	Cc1c(/N=C2\O[C@@H](C(F)(F)F)[C@@H]3[C@@H](O)CCN23)ccc(C#N)c1Cl	24
1hkm	C=NC1=N[C@H]2[C@@H](O1)[C@H](CO)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]3NC(C)=O)[C@@H](O)[C@H]1NC(C)=O)[C@@H]2O	42
1hkk	CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](CO)[C@@H]4O[C@H](N(C)C)N[C@@H]4[C@H]3O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@H]1O	43
5nrf	Nc1nnc(N2CCC([N@@H+](CCc3ccc(Cl)cc3)Cc3ccccc3)CC2)[nH]1	29
5nr8	C[N@H+](CCc1ccc(Br)cc1)C1CCN(c2nnc(N)[nH]2)CC1	23
5nra	CC(C)C[N@H+](CCc1ccc(Br)cc1)C1CCN(c2nnc(N)[nH]2)CC1	26
5lm4	COc1ccc([C@H]2C3=C(C[C@H](c4cccc5ccccc45)CC3=O)OC(=N)[C@@H]2C#N)cc1	32
6gu4	CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3[NH3+])nc21	27
6gu2	C[N@H+]1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1	28
5lqf	NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1	28
3q8h	[NH2+]=c1ccn([C@@H]2O[C@H](CNC(=O)c3c[nH]c4scc[n+]34)[C@@H](O)[C@H]2O)c(=O)[nH]1	27
4n7e	Cc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2C(=O)O)n1	23
4msl	Cc1cc(=O)oc2c(C[NH2+][C@@H](CC(C)C)C(=O)O)c(O)ccc12	23
1iep	Cc1ccc(NC(=O)c2ccc(C[N@H+]3CC[N@H+](C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	37
3fmz	O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1	28
4psq	O=C(c1cn(Cc2ccccc2)cn1)N1CCN(c2ccccc2Cl)CC1	27
4o9s	O=C(Cc1ccccc1C(F)(F)F)N1CCN(c2ncnc3sc4c(c23)CCC4)CC1	31
1rbp	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1	21
3l3m	NC(=O)c1cccc2[nH]c(-c3ccc([C@@H]4CCCC[NH2+]4)cc3F)nc12	25
4r6e	NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCC[NH2+]C4)cc3)nc12	24
2rcw	CCC[N@H+]1CC[C@H](c2nc3c(C(N)=O)cccc3[nH]2)CC1	21
5a00	NC(=O)c1cc(F)cc2c1C(=O)N([C@H]1CC[N@H+](C3CCC(F)(F)CC3)CC1)C2	28
1uk0	Cc1cccc2c(=O)[nH]c(CCC[N@H+]3CC=C(c4ccc(F)cc4)CC3)nc12	28
4uxb	C[NH+](C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1	22
4hhy	O=C1NC[C@H]2c3c(cccc31)CCN2C(=O)C1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1	43
4hhz	C[C@H](NC(=O)C[N@H+]1CCc2cccc3c2[C@@H]1C[NH2+][C@@H]3O)C(=O)N1CCC(c2ccc(F)cc2)CC1	35
4l6s	C[C@@H]1Oc2ccc(C[N@H+]3CC=C(c4ccc(Cl)cc4)CC3)cc2NC1=O	26
4pjt	Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1	28
4zzz	COCCCN1Cc2cccc(C(N)=O)c2C1=O	18
3l3l	NC(=O)c1cccc2c1C(=O)N(C1CC[NH2+]CC1)C2	19
1uk1	O=c1[nH]c(=O)n(CCCC[N@@H+]2CC=C(c3ccccc3)CC2)c2cccc(F)c12	29
3gn7	C[C@@]1(c2nc3cccc(C(N)=O)c3[nH]2)CCC[NH2+]1	18
5xst	NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CC[NH2+]C4)nc12	22
5xsr	NC(=O)c1cc(F)cc2nc(-c3cc4c(s3)C[NH2+]CC4)[nH]c12	22
5xsu	NC(=O)c1cc(F)cc2nc(-c3cc4c(o3)C[NH2+]CC4)[nH]c12	22
6bhv	NC(=O)c1cccc([C@@H]2O[C@H](CO[P](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	44
1wok	NC(=O)c1cccc2ncc(-c3ccc(Cl)cc3)nc12	20
2rd6	C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCC[NH2+]1	18
3gjw	O=c1[nH]c2cc(C[NH+]3CCCC3)ccc2n2cccc12	20
1uou	NC1=CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl	16
2xzg	Nc1ccc(CN2C(=O)c3cccc4cc(S(O)(O)O)cc(c34)C2=O)cc1	27
4yat	COc1ccc(S(=O)(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)cc1	24
4yc9	CCCOc1cc(OCCCC[NH+](C)C)cc(Oc2cc3c(cc2NS(=O)(=O)c2ccc(OC)c(OC)c2)n(C)c(=O)n3C)c1	45
4ybs	Cc1nc(S(=O)(=O)Nc2cc3c(cc2Oc2cccc(OCC(C)C)c2)n(C)c(=O)n3C)cn1C	35
4yax	COc1ccc(Oc2cc3c(cc2NS(=O)(=O)c2ccccc2)n(C)c(=O)n3C)cc1	31
4ybt	Cn1cnc(S(=O)(=O)Nc2cc3c(cc2Oc2cccc(OC[C@H]4CCOC4)c2)n(C)c(=O)n3C)c1	36
4yad	COc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCC(=O)N3C)c(OC)c1	26
4ybm	COc1ccc(S(=O)(=O)Nc2cc3c(cc2Oc2cccc(OCc4ccccc4)c2)n(C)c(=O)n3C)cc1OC	41
4yab	Cc1nc(-c2ccc3c(c2)CC(=O)N3C)cs1	17
5v84	C=CCn1cc(C(=O)N(C)[C@H]2CC[N@H+]([C@@H](C)c3ccccc3)CC2)c2cc(C)[nH]c2c1=O	32
4z6i	Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NC(=O)OC(C)(C)C)[C@H]3c3ccccc3)ccc12	34
4uiw	CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc([C@@H](N)NC3CCS(=O)(=O)CC3)cc2c1=O	33
4uiv	Cn1cc(-c2cccc(C(F)(F)F)c2)c2sc([C@@H](N)NC3CCS(=O)(=O)CC3)cc2c1=O	32
4uiu	COc1ccc(-c2cn(C)c(=O)c3cc(C(=O)NC4CCS(=O)(=O)CC4)sc23)cc1OC	32
5f25	Cc1cc(-c2ccc(C(N)=O)cc2)cn(C)c1=O	18
5f1l	COc1cc(-c2cc(C)c(=O)n(C)c2)cc(OC)c1C[N@H+]1C[C@@H](O)C1	25
5eu1	COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1C[NH+](C)C	26
5f1h	COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1C[NH+](C)C	26
5f2p	CN(C)c1ncc2c(=O)n(C)ccc2n1	15
5i7y	C/C=C/Cn1cc(-c2cccc(C(=O)N(C)C)c2)c2cc[nH]c2c1=O	25
5i7x	CN(C)C(=O)c1cccc(-c2cn(C)c(=O)c3[nH]ccc23)c1	22
5i40	Cn1ccc2cc[nH]c2c1=O	11
5lsy	CC(C)C[NH2+][C@@H](CC[C@@H]([NH3+])C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	31
4awj	CNC(=O)[C@@H]1C[C@@H](O)CN1C(C)=O	13
4w9c	CC(C)(C)CC(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)cc1	28
4bkt	CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)Cc1cc(C)no1	19
4w9k	CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C	44
4b9k	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)c2cccc(N)c2C)cc1	32
4w9i	CC(=O)N1C[C@H](O)C[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1	33
6fmj	CC(=O)N[C@@H](C)C(=S)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1	30
5nvw	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2CC2)C(C)(C)C)cc1	35
4w9f	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)CC(C)(C)C)cc1	29
4bcj	CNc1nc(C)c(-c2nc(Nc3cccc(O)c3)ncc2C#N)s1	24
4bcf	CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1	33
4bci	CNc1nc(C)c(-c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2C#N)s1	27
4bcg	CNc1nc(C)c(-c2nc(Nc3cccc(N4CCC[NH2+]CC4)c3)ncc2C#N)s1	30
3lq5	CC[C@@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1	32
3tnh	Nc1n[nH]c(N)c1/N=N/c1ccc(O)cc1	16
3my1	OC[C@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O	20
3blr	C[N@H+]1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1	28
4cga	C[N+](C)=c1ccn(Cc2ccc(CCc3ccccc3)cc2)cc1	24
5eqy	C[N@H+]1CCC[N@@H+](Cc2ccc(-c3ccc(C[N@H+]4CCC[N@H+](C)CC4)cc3C#N)cc2)CC1	32
5eqe	C[N@H+]1CCC[N@H+](Cc2ccc(C[NH3+])cc2)CC1	17
5eqp	C[N@H+]1CCC[N@@H+](Cc2ccc3ncccc3c2)CC1	19
3qel	C[C@@H](C(=O)c1ccc(O)cc1)[N@H+]1CC[C@H](Cc2ccccc2)CC1	24
3qem	C[C@@H](C[N@H+]1CC[C@H](Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1	25
2uz9	O=c1[nH]c(=O)c2[nH]cnc2[nH]1	11
5dxu	CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(O[C@@H](C)C(N)=O)cc1OCC2	28
6g6w	Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5cc(O)cc(NS(C)(=O)=O)c5)c34)n(-c3ccccc3)c(=O)c12	41
5m6u	C[C@H](Nc1ncnc(N)c1C#N)c1nn2cccc2c(=O)n1-c1ccccc1	28
5vlr	CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C(=O)C1(C)C	38
5ubt	CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)c2)CC1	36
4uye	COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCCC1)n(C)c(=O)n2C	29
5o4s	Cn1c(=O)c(=O)n(C)c2cc(N3CCOCC3)c(NS(=O)(=O)c3ccc4c(c3)CCCC4)cc21	34
5mwz	CCn1c(=O)c(=O)n(CC)c2cc(N3CCCCC3)c(NC(=O)C[N@H+]3CC[N@H+](C)CC3)cc21	33
5t4u	Cn1c(=O)ccc2ccccc21	12
5eq1	Cc1cccc2sc3nncn3c12	13
5myg	COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C	27
5etb	CC(=O)c1c[nH]c2c(C)cccc12	13
5c85	O=C1CNc2cc(Br)ccc2N1	12
5c7n	CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12	28
5epr	C[C@@H]1Nc2ccccc2NC1=O	12
5eps	CN1C(=O)CNc2ccccc21	12
5t4v	COc1cc2c(cc1NS(=O)(=O)c1ccc(C#N)cc1)c(C)cc(=O)n2C	27
5o5a	CCn1c(=O)c(=O)[nH]c2cc(C(=O)N(C)Cc3cnn(-c4ccccc4)c3)ccc21	30
6ekq	Cc1nc(C)c(C(=O)Nc2nc(C[N@H+]3C[C@@H](C)C[C@@H](C)C3)cs2)o1	24
5lgu	Cn1c(C(=O)Nc2ccccc2COc2ccc(OC[C@@H]3CC[NH2+]C3)cc2)cc2sccc21	33
5lhi	CCOCc1cccc(NC(=O)c2cc3sccc3n2C)c1COc1ccc(OC[C@@H]2CC[NH2+]C2)cc1	37
5lgt	Cn1c(C(=O)Nc2ccccc2COc2ccc(O[C@H]3CC[N@H+](C)CC3)cc2)cc2sccc21	34
5lhg	Cn1c(C(=O)Nc2ccc(COc3ccc(O[C@H]4CC[N@H+](C)CC4)cc3)cc2)cc2sccc21	34
5lgn	COCc1cccc(NC(=O)c2cc3sccc3n2C)c1	21
5lhh	CCn1c(C(=O)Nc2cccc(COC)c2COc2ccc(OC[C@@H]3C=CNC3)cc2)cc2sccc21	37
4ynk	C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H](C#CC#C[C@@H](O)[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)CC[C@@H]23)C[C@H]1O	37
3vtb	C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC#C[C@@H](O)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)C[C@H]1O	38
2zmj	C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)/C=C/C[C@@H](O)C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)C[C@H]1O	39
1rjk	C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)CCCC(C)(C)O)C[C@H]1O	30
3vtc	C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC#C[C@H](O)C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)C[C@H]1O	39
3wt5	C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)[C@H](CCCC)CCC(C)(C)O)C[C@H]1O	34
2o4r	C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)/C(=C(\C)CCCC(C)(C)O)CC[C@@H]23)C[C@H]1O	30
5awj	C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)[C@H](CCO)CCCCCC)C[C@H]1O	33
2o4j	C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)/C(=C(/C)CCCC(C)(C)O)CC[C@@H]23)C[C@H]1O	30
3wt7	C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)[C@H](CCCC)CC(O)(CC)CC)C[C@H]1O	35
4yqm	CC(=O)Nc1ccc(Cl)c(S(=O)(=O)N(C)C)c1	17
3hb4	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@H](Cc1cccc(C(N)=O)c1)[C@@H]2O	30
1i5r	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@H](CCCCCCCCC(=O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H]2O	49
1t69	O=C(CCCCCCC(=O)Nc1ccccc1)NO	19
4rn0	CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)NC1=O	32
5fcw	O=NC(=O)c1ccc(-c2cccc3ccccc23)cc1	20
3f0r	CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1	22
3sff	[NH3+][C@H](Cc1cccc(Cl)c1)C(=O)N1CCN(C(=O)c2cc(F)ccc2F)CC1	28
3sfh	[NH3+][C@H](Cc1ccc(Cl)cc1Cl)C(=O)N1Cc2ccccc2C1	22
5vi6	O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCCC[C@@H]2C(=O)N[C@@H](CCCCCC(O)(O)[C@@H]2CO2)C(=O)N[C@H]1Cc1ccccc1	45
6hsk	Cn1cc(C[NH2+]CC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21	29
4rn1	CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2cccc(n2)CNC(=O)C[C@@H](/C=C/CCS)NC1=O	33
3f07	Cn1cc(C(=O)Cc2ccccc2)cc1/C=C/C(=O)NO	21
3d2t	O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O	18
4d7b	Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1	20
