pdbid	uniprot_id_for_pdbid	uniprot_id	target_name_from_uniprot	target_name_from_pharos	target_family_from_pharos	target_chembl_id	uniprot_id_from_chembl	target_name_from_chembl	target_type_from_chembl
4ps8	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
4kzc	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
4kz0	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
4ezk	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
4ezj	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
4ezl	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
4ps3	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
5t23	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
5jhb	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
6c1s	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
4wwp	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
4wwo	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
3dpd	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
2a5u	P48736	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase	CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	SINGLE PROTEIN
4wag	Q9UBF8	Q9UBF8	Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67) (NPIK) (PI4K92) (PI4KIII)	Phosphatidylinositol 4-kinase beta	Kinase	CHEMBL3268	Q9UBF8	PI4-kinase beta subunit	SINGLE PROTEIN
6gl3	Q9UBF8	Q9UBF8	Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67) (NPIK) (PI4K92) (PI4KIII)	Phosphatidylinositol 4-kinase beta	Kinase	CHEMBL3268	Q9UBF8	PI4-kinase beta subunit	SINGLE PROTEIN
2hxm	P13051	P13051	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	Uracil-DNA glycosylase	Enzyme	CHEMBL3277	P13051	Uracil-DNA glycosylase	SINGLE PROTEIN
4q6r	O95470	O95470	Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase)	Sphingosine-1-phosphate lyase 1	Enzyme	CHEMBL3286061	O95470	Sphingosine-1-phosphate lyase 1	SINGLE PROTEIN
4p58	O88587	O88587	Catechol O-methyltransferase (EC 2.1.1.6)	None	Unclassified	CHEMBL3286068	O88587	Catechol O-methyltransferase	SINGLE PROTEIN
1gi8	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1sqo	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1sqa	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1owe	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1f92	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1owd	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1owj	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1owk	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1owi	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1owh	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1gj7	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1fv9	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1o5a	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1f5l	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1sc8	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1vja	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1w0z	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1u6q	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
5za7	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1gja	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1c5x	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
2vnt	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
2r2w	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1w13	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
2viv	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
2vip	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
2viq	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1gjd	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1o3p	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
2vio	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
1w14	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
5zaj	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
5za9	P00749	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme	CHEMBL3286	P00749	Urokinase-type plasminogen activator	SINGLE PROTEIN
