"id","UniProt","Name","Family"
12160,"Q8IZL2","Mastermind-like protein 2","Other"
12161,"Q9HAY2","Melanoma-associated antigen F1","Other"
12162,"Q96QZ7","Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1","Enzyme"
12163,"Q86UL8","Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2","Enzyme"
12164,"Q9NVZ3","Adaptin ear-binding coat-associated protein 2","Other"
12165,"Q92692","Nectin-2","Other"
12166,"Q96PG2","Membrane-spanning 4-domains subfamily A member 10","Other"
12167,"Q96EH3","Mitochondrial assembly of ribosomal large subunit protein 1","Other"
12168,"Q17RB8","LON peptidase N-terminal domain and RING finger protein 1","Enzyme"
12169,"Q496Y0","LON peptidase N-terminal domain and RING finger protein 3","Enzyme"
12170,"Q9UBY5","Lysophosphatidic acid receptor 3","GPCR"
12171,"Q8IVV2","Lipoxygenase homology domain-containing protein 1","Enzyme"
12172,"A6NCL2","Leucine-rich colipase-like protein 1","Enzyme"
12173,"P62310","U6 snRNA-associated Sm-like protein LSm3","Other"
12174,"O75197","Low-density lipoprotein receptor-related protein 5","Other"
12175,"Q6UWE0","E3 ubiquitin-protein ligase LRSAM1","Enzyme"
12176,"Q86X29","Lipolysis-stimulated lipoprotein receptor","Other"
12177,"Q6IAA8","Ragulator complex protein LAMTOR1","Other"
12178,"P29376","Leukocyte tyrosine kinase receptor","Kinase"
12179,"Q9BVC4","Target of rapamycin complex subunit LST8","Other"
12180,"Q538Z0","Leucine zipper protein 6","Other"
12181,"O95867","Lymphocyte antigen 6 complex locus protein G6c","Other"
12182,"P01704","Immunoglobulin lambda variable 2-14","Other"
12183,"O15296","Arachidonate 15-lipoxygenase B","Enzyme"
12184,"P28300","Protein-lysine 6-oxidase","Enzyme"
12185,"Q8N2G4","Ly6/PLAUR domain-containing protein 1","Other"
12186,"Q6UXB3","Ly6/PLAUR domain-containing protein 2","Other"
12187,"Q567V2","Mpv17-like protein 2","Other"
12188,"Q12852","Mitogen-activated protein kinase kinase kinase 12","Kinase"
12189,"Q96DT0","Galectin-12","Other"
12190,"Q8N3F0","Maturin","Other"
12191,"O95202","Mitochondrial proton/calcium exchanger protein","Other"
12192,"Q9H3R2","Mucin-13","Other"
12193,"P15941","Mucin-1","Other"
12194,"Q04900","Sialomucin core protein 24","Other"
12195,"Q02505","Mucin-3A","Other"
12196,"Q9HC84","Mucin-5B","Other"
12197,"A8MZ59","Leucine-twenty homeobox","Transcription Factor"
12198,"Q9UGP4","LIM domain-containing protein 1","Other"
12199,"Q9NUP9","Protein lin-7 homolog C","Other"
12200,"Q5TKA1","Protein lin-9 homolog","Other"
12201,"P53671","LIM domain kinase 2","Kinase"
12202,"Q8NHJ6","Leukocyte immunoglobulin-like receptor subfamily B member 4","Other"
12203,"A6NK58","Putative lipoyltransferase 2, mitochondrial","Enzyme"
12204,"Q8NI32","Ly6/PLAUR domain-containing protein 6B","Other"
12205,"Q92633","Lysophosphatidic acid receptor 1","GPCR"
12206,"Q8TCA0","Leucine-rich repeat-containing protein 20","Other"
12207,"Q96CX6","Leucine-rich repeat-containing protein 58","Other"
12208,"Q6ZQY2","Leucine-rich repeat-containing protein 74B","Other"
12209,"Q9P244","Leucine-rich repeat and fibronectin type III domain-containing protein 1","Other"
12210,"Q68CR7","Leucine-rich repeat-containing protein 66","Other"
12211,"Q8N4P6","Leucine-rich repeat-containing protein 71","Other"
12212,"A6NJI9","Leucine-rich repeat-containing protein 72","Other"
12213,"Q6ZRR7","Leucine-rich repeat-containing protein 9","Other"
12214,"Q07954","Prolow-density lipoprotein receptor-related protein 1","Other"
12215,"Q8N967","Leucine-rich repeat and transmembrane domain-containing protein 2","Other"
12216,"Q9HCC9","Lateral signaling target protein 2 homolog","Other"
12217,"Q9UHA4","Ragulator complex protein LAMTOR3","Other"
12218,"P01718","Immunoglobulin lambda variable 3-27","Other"
12219,"Q86V48","Leucine zipper protein 1","Other"
12220,"A0A087WSX0","Immunoglobulin lambda variable 5-45","Other"
12221,"P04211","Immunoglobulin lambda variable 7-43","Other"
12222,"A0A075B6I0","Immunoglobulin lambda variable 8-61","Other"
12223,"Q86UE4","Protein LYRIC","Other"
12224,"P61626","Lysozyme C","Enzyme"
12225,"Q17RY6","Lymphocyte antigen 6K","Other"
12226,"A8MSI8","LYR motif-containing protein 9","Other"
12227,"P14151","L-selectin","Other"
12228,"Q6UX82","Ly6/PLAUR domain-containing protein 8","Other"
12229,"Q9NPA3","Mid1-interacting protein 1","Other"
12230,"Q8IYB1","Protein MB21D2","Other"
12231,"Q16706","Alpha-mannosidase 2","Enzyme"
12232,"Q9NTJ4","Alpha-mannosidase 2C1","Enzyme"
12233,"O60476","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB","Enzyme"
12234,"Q96JY0","Protein maelstrom homolog","Other"
12235,"Q92918","Mitogen-activated protein kinase kinase kinase kinase 1","Kinase"
12236,"Q8IWC1","MAP7 domain-containing protein 3","Other"
12237,"A1Z1Q3","O-acetyl-ADP-ribose deacetylase MACROD2","Enzyme"
12238,"O43708","Maleylacetoacetate isomerase","Enzyme"
12239,"Q9Y5V3","Melanoma-associated antigen D1","Other"
12240,"F2Z398","LMO7 downstream neighbor protein","Other"
12241,"Q9H1C0","Lysophosphatidic acid receptor 5","GPCR"
12242,"Q86WA8","Lon protease homolog 2, peroxisomal","Enzyme"
12243,"Q8WV35","Leucine-rich repeat-containing protein 29","Other"
12244,"Q96CN5","Leucine-rich repeat-containing protein 45","Other"
12245,"Q96M69","Leucine-rich repeat and guanylate kinase domain-containing protein","Enzyme"
12246,"Q9BTN0","Leucine-rich repeat and fibronectin type-III domain-containing protein 3","Other"
12247,"Q9HBL6","Leucine-rich repeat and transmembrane domain-containing protein 1","Other"
12248,"A0A0U1RRE5","Negative regulator of P-body association","Other"
12249,"Q8NFP9","Neurobeachin","Other"
12250,"Q6ZS30","Neurobeachin-like protein 1","Other"
12251,"Q6ZNJ1","Neurobeachin-like protein 2","Other"
12252,"O60934","Nibrin","Other"
12253,"Q8IV03","Leucine rich adaptor protein 1-like","Other"
12254,"Q14767","Latent-transforming growth factor beta-binding protein 2","Other"
12255,"A0A075B6I4","Immunoglobulin lambda variable 10-54","Other"
12256,"O95274","Ly6/PLAUR domain-containing protein 3","Other"
12257,"O75951","Lysozyme-like protein 6","Enzyme"
12258,"Q9UI17","Dimethylglycine dehydrogenase, mitochondrial","Enzyme"
12259,"P49641","Alpha-mannosidase 2x","Enzyme"
12260,"Q8WZ33","MaFF-interacting protein","Other"
12261,"O60675","Transcription factor MafK","Transcription Factor"
12262,"O15480","Melanoma-associated antigen B3","Other"
12263,"Q9BZ81","Melanoma-associated antigen B5","Other"
12264,"Q9Y5Q3","Transcription factor MafB","Transcription Factor"
12265,"P43357","Melanoma-associated antigen 3","Other"
12266,"P43359","Melanoma-associated antigen 5","Other"
12267,"O95382","Mitogen-activated protein kinase kinase kinase 6","Kinase"
12268,"O00462","Beta-mannosidase","Enzyme"
12269,"Q99608","Necdin","Other"
12270,"Q5SRI9","Glycoprotein endo-alpha-1,2-mannosidase","Enzyme"
12271,"P51512","Matrix metalloproteinase-16","Enzyme"
12272,"O60882","Matrix metalloproteinase-20","Enzyme"
12273,"O43813","LanC-like protein 1","Other"
12274,"Q569H4","Protein Largen","Other"
12275,"Q6PKG0","La-related protein 1","Other"
12276,"Q8NBH2","Kyphoscoliosis peptidase","Enzyme"
12277,"Q15012","Lysosomal-associated transmembrane protein 4A","Other"
12278,"Q6UWM7","Lactase-like protein","Enzyme"
12279,"Q9UIC8","Leucine carboxyl methyltransferase 1","Enzyme"
12280,"Q6JVE6","Epididymal-specific lipocalin-10","Other"
12281,"Q6ZMV7","Leucine-, glutamate- and lysine-rich protein 1","Other"
12282,"Q5T871","Late cornified envelope-like proline-rich protein 1","Other"
12283,"Q9UJU2","Lymphoid enhancer-binding factor 1","Transcription Factor"
12284,"P56470","Galectin-4","Other"
12285,"Q8WVC0","RNA polymerase-associated protein LEO1","Enzyme"
12286,"O43312","Metastasis suppressor protein 1","Other"
12287,"Q5HYI7","Metaxin-3","Other"
12288,"Q5TDP6","Lengsin","Other"
12289,"Q9BXB1","Leucine-rich repeat-containing G-protein coupled receptor 4","GPCR"
12290,"P50458","LIM/homeobox protein Lhx2","Transcription Factor"
12291,"Q68G74","LIM/homeobox protein Lhx8","Transcription Factor"
12292,"P15018","Leukemia inhibitory factor","Other"
12293,"Q9NUN5","Probable lysosomal cobalamin transporter","Other"
12294,"P36776","Lon protease homolog, mitochondrial","Enzyme"
12295,"P43657","Lysophosphatidic acid receptor 6","GPCR"
12296,"Q8N456","Leucine-rich repeat-containing protein 18","Other"
12297,"Q86YD5","Low-density lipoprotein receptor class A domain-containing protein 3","Other"
12298,"Q9H2I8","Leucine-rich melanocyte differentiation-associated protein","Other"
12299,"Q86YC3","Transforming growth factor beta activator LRRC33","Other"
12300,"O60711","Leupaxin","Other"
12301,"P50851","Lipopolysaccharide-responsive and beige-like anchor protein","Other"
12302,"Q9NZR2","Low-density lipoprotein receptor-related protein 1B","Other"
12303,"Q32MZ4","Leucine-rich repeat flightless-interacting protein 1","Other"
12304,"Q8IYG6","Leucine-rich repeat-containing protein 56","Other"
12305,"Q8N9N7","Leucine-rich repeat-containing protein 57","Other"
12306,"Q5VUJ6","Leucine-rich repeat and calponin homology domain-containing protein 2","Other"
12307,"Q9BX40","Protein LSM14 homolog B","Other"
12308,"Q3MHD2","Protein LSM12 homolog","Other"
12309,"P33241","Lymphocyte-specific protein 1","Other"
12310,"Q9Y2Q5","Ragulator complex protein LAMTOR2","Other"
12311,"Q6P1Q0","LETM1 domain-containing protein 1","Other"
12312,"Q14766","Latent-transforming growth factor beta-binding protein 1","Other"
12313,"Q9NQ29","Putative RNA-binding protein Luc7-like 1","Other"
12314,"P80748","Immunoglobulin lambda variable 3-21","Other"
12315,"A0A075B6I1","Immunoglobulin lambda variable 4-60","Other"
12316,"A0A075B6H9","Immunoglobulin lambda variable 4-69","Other"
12317,"Q9P127","Leucine zipper protein 4","Other"
12318,"P01721","Immunoglobulin lambda variable 6-57","Other"
12319,"P01699","Immunoglobulin lambda variable 1-44","Other"
12320,"A0A0B4J1Y8","Immunoglobulin lambda variable 9-49","Other"
12321,"O95868","Lymphocyte antigen 6 complex locus protein G6d","Other"
12322,"Q9NU23","LYR motif-containing protein 2","Other"
12323,"Q9NX58","Cell growth-regulating nucleolar protein","Other"
12324,"P12980","Protein lyl-1","Transcription Factor"
12325,"Q14703","Membrane-bound transcription factor site-1 protease","Enzyme"
12326,"Q16048","Putative pro-MCH-like protein 1","Other"
12327,"Q96T53","Ghrelin O-acyltransferase","Enzyme"
12328,"Q969V1","Melanin-concentrating hormone receptor 2","GPCR"
12329,"P51955","Serine/threonine-protein kinase Nek2","Kinase"
12330,"P51956","Serine/threonine-protein kinase Nek3","Kinase"
12331,"P51957","Serine/threonine-protein kinase Nek4","Kinase"
12332,"P15529","Membrane cofactor protein","Other"
12333,"Q8TDX7","Serine/threonine-protein kinase Nek7","Kinase"
12334,"P33993","DNA replication licensing factor MCM7","Other"
12335,"Q6DN14","Multiple C2 and transmembrane domain-containing protein 1","Other"
12336,"Q9ULC4","Malignant T-cell-amplified sequence 1","Other"
12337,"P40925","Malate dehydrogenase, cytoplasmic","Enzyme"
12338,"Q96KG7","Multiple epidermal growth factor-like domains protein 10","Other"
12339,"Q7Z6K4","Notch-regulated ankyrin repeat-containing protein","Other"
12340,"Q96F24","Nuclear receptor-binding factor 2","Other"
12341,"O43451","Maltase-glucoamylase, intestinal","Enzyme"
12342,"A6NG13","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4D","Enzyme"
12343,"A9UHW6","MIF4G domain-containing protein","Other"
12344,"Q96PC5","Melanoma inhibitory activity protein 2","Other"
12345,"Q8TDZ2","[F-actin]-monooxygenase MICAL1","Enzyme"
12346,"Q8TC71","Mitochondria-eating protein","Other"
12347,"Q7L4E1","Mitoguardin 2","Other"
12348,"Q6UXV4","MICOS complex subunit MIC27","Other"
12349,"P0DMT0","Myoregulin","Other"
12350,"Q9H492","Microtubule-associated proteins 1A/1B light chain 3A","Other"
12351,"Q969X1","Protein lifeguard 3","Other"
12352,"Q9HBX8","Leucine-rich repeat-containing G-protein coupled receptor 6","GPCR"
12353,"Q9UBR4","LIM/homeobox protein Lhx3","Transcription Factor"
12354,"Q9UPQ0","LIM and calponin homology domains-containing protein 1","Other"
12355,"Q9UPM6","LIM/homeobox protein Lhx6","Transcription Factor"
12356,"P48742","LIM/homeobox protein Lhx1","Transcription Factor"
12357,"Q04760","Lactoylglutathione lyase","Enzyme"
12358,"O75334","Liprin-alpha-2","Other"
12359,"Q9Y5X9","Endothelial lipase","Enzyme"
12360,"Q8WWY8","Lipase member H","Enzyme"
12361,"Q9BRT6","Protein LLP homolog","Other"
12362,"Q6PI73","Leukocyte immunoglobulin-like receptor subfamily A member 6","Other"
12363,"Q9C0E8","Endoplasmic reticulum junction formation protein lunapark","Other"
12364,"Q96Q04","Serine/threonine-protein kinase LMTK3","Kinase"
12365,"O60663","LIM homeobox transcription factor 1-beta","Transcription Factor"
12366,"Q03252","Lamin-B2","Other"
12367,"Q6P5Q4","Leiomodin-2","Other"
12368,"Q0VAK6","Leiomodin-3","Other"
12369,"Q68DH5","LMBR1 domain-containing protein 2","Other"
12370,"P16050","Arachidonate 15-lipoxygenase","Enzyme"
12371,"Q92539","Phosphatidate phosphatase LPIN2","Enzyme"
12372,"Q9HBW0","Lysophosphatidic acid receptor 2","GPCR"
12373,"Q53EV4","Leucine-rich repeat-containing protein 23","Other"
12374,"Q9BV99","Leucine-rich repeat-containing protein 61","Other"
12375,"Q8N309","Leucine-rich repeat-containing protein 43","Other"
12376,"Q12912","Lymphoid-restricted membrane protein","Other"
12377,"Q6PJG9","Leucine-rich repeat and fibronectin type-III domain-containing protein 4","Other"
12378,"Q9BYS8","Leucine-rich repeat-containing protein 2","Other"
12379,"Q8ND94","LRRN4 C-terminal-like protein","Other"
12380,"Q9BY71","Leucine-rich repeat-containing protein 3","Other"
12381,"Q1X8D7","Leucine-rich repeat-containing protein 36","Other"
12382,"Q9HCJ2","Leucine-rich repeat-containing protein 4C","Other"
12383,"O75325","Leucine-rich repeat neuronal protein 2","Other"
12384,"Q96II8","Leucine-rich repeat and calponin homology domain-containing protein 3","Other"
12385,"O15116","U6 snRNA-associated Sm-like protein LSm1","Other"
12386,"P22888","Lutropin-choriogonadotropic hormone receptor","GPCR"
12387,"P83369","U7 snRNA-associated Sm-like protein LSm11","Other"
12388,"P00387","NADH-cytochrome b5 reductase 3","Enzyme"
12389,"Q86U10","60 kDa lysophospholipase","Enzyme"
12390,"P42704","Leucine-rich PPR motif-containing protein, mitochondrial","Other"
12391,"A6NDA9","Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2","Other"
12392,"Q9Y546","Leucine-rich repeat-containing protein 42","Other"
12393,"Q6ZNQ3","Leucine-rich repeat-containing protein 69","Other"
12394,"Q5T3J3","Ligand-dependent nuclear receptor-interacting factor 1","Other"
12395,"Q9BTT6","Leucine-rich repeat-containing protein 1","Other"
12396,"O94898","Leucine-rich repeats and immunoglobulin-like domains protein 2","Other"
12397,"Q7Z4F1","Low-density lipoprotein receptor-related protein 10","Other"
12398,"Q5VT99","Leucine-rich repeat-containing protein 38","Ion Channel"
12399,"Q8TDW0","Volume-regulated anion channel subunit LRRC8C","Other"
12400,"Q6UXK5","Leucine-rich repeat neuronal protein 1","Other"
12401,"P01229","Lutropin subunit beta","Other"
12402,"Q9Y333","U6 snRNA-associated Sm-like protein LSm2","Other"
12403,"Q969L4","U7 snRNA-associated Sm-like protein LSm10","Other"
12404,"Q9BRA0","N-alpha-acetyltransferase 38, NatC auxiliary subunit","Enzyme"
12405,"Q7L1T6","Cytochrome b5 reductase 4","Enzyme"
12406,"Q15722","Leukotriene B4 receptor 1","GPCR"
12407,"Q96LR2","Leucine rich adaptor protein 1","Other"
12408,"Q9NS15","Latent-transforming growth factor beta-binding protein 3","Other"
12409,"A0A075B6K6","Immunoglobulin lambda variable 4-3","Other"
12410,"A0A0G2JS06","Immunoglobulin lambda variable 5-39","Other"
12411,"A0A075B6I9","Immunoglobulin lambda variable 7-46","Other"
12412,"P01701","Immunoglobulin lambda variable 1-51","Other"
12413,"P16581","E-selectin","Other"
12414,"Q7Z3D4","LysM and putative peptidoglycan-binding domain-containing protein 3","Other"
12415,"Q5XG99","LysM and putative peptidoglycan-binding domain-containing protein 4","Other"
12416,"H3BQJ8","Lymphocyte antigen 6L","Other"
12417,"O60449","Lymphocyte antigen 75","Other"
12418,"Q9Y5Y7","Lymphatic vessel endothelial hyaluronic acid receptor 1","Other"
12419,"Q7Z4W2","Lysozyme-like protein 2","Enzyme"
12420,"Q5VWZ2","Lysophospholipase-like protein 1","Enzyme"
12421,"Q8TC57","Meiosis 1 arrest protein","Other"
12422,"Q16553","Lymphocyte antigen 6E","Other"
12423,"P01715","Immunoglobulin lambda variable 3-1","Other"
12424,"A0A075B6K4","Immunoglobulin lambda variable 3-10","Other"
12425,"Q8N1E2","Lysozyme g-like protein 1","Enzyme"
12426,"Q86SG7","Lysozyme g-like protein 2","Enzyme"
12427,"O75608","Acyl-protein thioesterase 1","Enzyme"
12428,"Q9NR34","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC","Enzyme"
12429,"Q9UJ55","MAGE-like protein 2","Other"
12430,"P43364","Melanoma-associated antigen 11","Other"
12431,"Q9H9H5","MAP6 domain-containing protein 1","Other"
12432,"Q9H063","Repressor of RNA polymerase III transcription MAF1 homolog","Enzyme"
12433,"P43366","Melanoma-associated antigen B1","Other"
12434,"O15481","Melanoma-associated antigen B4","Other"
12435,"O75251","NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial","Enzyme"
12436,"Q8N7X4","Melanoma-associated antigen B6","Other"
12437,"Q96M61","Melanoma-associated antigen B18","Other"
12438,"O00217","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial","Enzyme"
12439,"O60732","Melanoma-associated antigen C1","Other"
12440,"Q7Z304","MAM domain-containing protein 2","Other"
12441,"Q99558","Mitogen-activated protein kinase kinase kinase 14","Kinase"
12442,"Q16644","MAP kinase-activated protein kinase 3","Kinase"
12443,"Q8NHV4","Protein NEDD1","Other"
12444,"P46934","E3 ubiquitin-protein ligase NEDD4","Enzyme"
12445,"P29966","Myristoylated alanine-rich C-kinase substrate","Enzyme"
12446,"P27448","MAP/microtubule affinity-regulating kinase 3","Kinase"
12447,"Q96L34","MAP/microtubule affinity-regulating kinase 4","Kinase"
12448,"P51948","CDK-activating kinase assembly factor MAT1","Enzyme"
12449,"P56270","Myc-associated zinc finger protein","Transcription Factor"
12450,"Q9Y6D9","Mitotic spindle assembly checkpoint protein MAD1","Other"
